"Date ","Symbol ","Security Name ","Quantity "
"02-APR-2025","TATASTEEL","TATA STEEL LIMITED","9"
"02-APR-2025","TATATECH","TATA TECHNOLOGIES LIMITED","44,800"
"02-APR-2025","TEXRAIL","TEXMACO RAIL & ENG. LTD. ","7"
"02-APR-2025","TRENT","TRENT LIMITED","62"
"02-APR-2025","VEDL","VEDANTA LIMITED","58"
"02-APR-2025","VMART","V-MART RETAIL LIMITED","2"
"02-APR-2025","ZFCVINDIA","ZF COM VE CTR SYS IND LTD","1"
"02-APR-2025","ZOMATO","ZOMATO LIMITED","2,88,178"
"03-APR-2025","ACMESOLAR","ACME SOLAR HOLDINGS LTD","6,714"
"03-APR-2025","ADANIENT","ADANI ENTERPRISES LIMITED","15"
"03-APR-2025","AJANTPHARM","AJANTA PHARMA LIMITED","50"
"03-APR-2025","ALLCARGO","ALLCARGO LOGISTICS LIMITED","477"
"03-APR-2025","ASHOKLEY","ASHOK LEYLAND LTD","5"
"03-APR-2025","BAYERCROP","BAYER CROPSCIENCE LTD    ","1"
"03-APR-2025","BBOX","BLACK BOX LIMITED","202"
"03-APR-2025","BHEL","BHEL","50"
"03-APR-2025","BSE","BSE LIMITED","1,700"
"03-APR-2025","DCW","DCW LTD","81"
"03-APR-2025","DLF","DLF LIMITED","200"
"03-APR-2025","DMART","AVENUE SUPERMARTS LIMITED","41,700"
"03-APR-2025","DRREDDY","DR. REDDY'S LABORATORIES","15,000"
"03-APR-2025","FEDERALBNK","FEDERAL BANK LTD","2,40,004"
"03-APR-2025","GHCL","GHCL LIMITED","36"
"03-APR-2025","GREAVESCOT","GREAVES COTTON LTD","1"
"03-APR-2025","HIMATSEIDE","HIMATSINGKA SEIDE LTD","198"
"03-APR-2025","IGL","INDRAPRASTHA GAS LTD","928"
"03-APR-2025","IRFC","IRFC","30"
"03-APR-2025","JSWINFRA","JSW INFRASTRUCTURE LTD","50"
"03-APR-2025","JUBLFOOD","JUBILANT FOODWORKS LTD","50"
"03-APR-2025","KIRLPNU","KIRLOSKAR PNEUMATIC COM L","9"
"03-APR-2025","KPITTECH","KPIT TECHNOLOGIES LTD","34,000"
"03-APR-2025","KTKBANK","KARNATAKA BANK LIMITED","2,500"
"03-APR-2025","LODHA","LODHA","9,000"
"03-APR-2025","LUPIN","LUPIN LIMITED","2"
"03-APR-2025","MANINFRA","MAN INFRA LTD","162"
